Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Other,2019-02-04 10:21:46,false,Table Tennis,0,281,00:23:20,182,192,3.8,14,154,--,--,--,--,0,0,0,--,--,--,--,0,0,0,23:20,0:00,30,0:00,No,00:00.00,1,0
Other,2019-02-04 09:06:16,false,Table Tennis,0,394,00:50:41,138,161,2.4,12,217,--,--,--,--,0,0,0,--,--,--,--,0,0,0,50:41,0:00,28,0:00,No,00:00.00,1,0
Other,2019-02-03 19:56:54,false,Table Tennis,0,680,01:39:29,134,171,3.3,8,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:39:29,0:00,25,0:00,No,00:00.00,1,0
Running,2019-01-22 18:21:14,false,Marina Bay to Home,11.01,932,01:20:08,180,196,5,140,210,7:17,4:39,47,49,0.99,0,0,--,--,--,--,0,0,0,1:20:08,0:00,29,0:00,No,00:00.00,12,0
Running,2019-01-18 17:55:22,false,Marina Bay,6.02,440,00:34:55,185,200,5,166,172,5:48,4:58,19,25,1.04,0,0,--,--,--,--,0,0,0,34:55,0:00,28,0:00,No,00:00.00,7,0
Other,2019-01-15 19:41:16,false,Table Tennis,0,963,01:50:48,159,200,4.4,9,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:50:48,0:00,27,0:00,No,00:00.00,1,0
Running,2019-01-14 18:16:53,false,Marina Bay,3.02,196,00:17:56,163,196,3.1,165,174,5:56,5:05,18,23,1.02,0,0,--,--,--,--,0,0,0,17:56,0:00,30,0:00,No,00:00.00,4,0
Other,2019-01-13 21:08:10,false,Table Tennis,0,579,00:54:01,161,185,4.4,14,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,54:01,0:00,29,0:00,No,00:00.00,1,0
Other,2019-01-03 20:59:02,false,Table Tennis,0,750,01:05:38,173,191,5,12,189,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:05:38,0:00,30,0:00,No,00:00.00,1,0
Other,2018-12-23 14:04:59,false,Badminton,0,785,01:55:55,147,192,4.2,5,244,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:55:55,0:00,29,0:00,No,00:00.00,1,0
Other,2018-12-17 19:21:05,false,Table Tennis,0,1156,02:09:19,156,182,4.6,9,245,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:09:19,0:00,25,0:00,No,00:00.00,1,0
Other,2018-12-02 15:10:32,false,Table Tennis,0,434,00:51:05,143,174,3.3,12,200,--,--,--,--,0,0,0,--,--,--,--,0,0,0,51:05,0:00,30,0:00,No,00:00.00,1,0
Running,2018-11-29 18:54:48,false,Singapore Run,0.53,33,00:02:47.6,185,193,1.7,166,168,5:16,4:57,--,--,1.14,0,0,--,--,--,--,0,0,0,2:47.6,0:00,30,0:00,No,00:00.00,1,0
Running,2018-11-29 18:33:53,false,Marina Bay,3.19,207,00:19:59,163,192,3.1,162,178,6:16,4:48,10,14,0.98,0,0,--,--,--,--,0,0,0,19:59,0:00,29,0:00,No,00:00.00,4,0
Running,2018-11-20 18:12:59,false,Marina Bay,5.89,419,00:34:31,179,198,4.7,164,174,5:52,4:41,11,18,1.04,0,0,--,--,--,--,0,0,0,34:31,0:00,28,0:00,No,00:00.00,6,0
Running,2018-11-17 17:54:06,false,Bishan-Ang Mo Kio Park,2.66,181,00:14:32,180,196,3.4,166,170,5:28,5:05,3,5,1.1,0,0,--,--,--,--,0,0,0,14:32,0:00,30,0:00,No,00:00.00,3,0
Other,2018-11-17 16:18:41,false,Table Tennis,0,528,00:53:29,151,176,3.9,10,160,--,--,--,--,0,0,0,--,--,--,--,0,0,0,53:29,0:00,30,0:00,No,00:00.00,1,0
Other,2018-11-11 14:51:47,false,Table Tennis,0,1018,01:54:12,153,179,3.6,10,205,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:54:12,0:00,27,0:00,No,00:00.00,1,0
Running,2018-11-08 18:32:50,false,Marina Bay,3.05,273,00:23:29,171,182,3.5,161,216,7:42,6:35,10,14,0.8,0,0,--,--,--,--,0,0,0,23:29,0:00,31,0:00,No,00:00.00,4,0
Running,2018-11-08 18:15:25,false,Marina Bay,2.01,130,00:11:09,170,189,2.8,168,176,5:33,5:04,1,3,1.07,0,0,--,--,--,--,0,0,0,11:09,0:00,29,0:00,No,00:00.00,3,0
Running,2018-11-05 19:05:27,false,Marina Bay,2,150,00:11:31,185,200,3.3,164,169,5:45,5:15,1,1,1.06,0,0,--,--,--,--,0,0,0,11:31,0:00,29,0:00,No,00:00.00,3,0
Running,2018-11-05 18:37:57,false,Marina Bay,3.13,275,00:24:55,159,173,3.2,157,188,7:58,6:38,10,16,0.8,0,0,--,--,--,--,0,0,0,24:55,0:00,27,0:00,No,00:00.00,4,0
Other,2018-10-28 21:13:04,false,Table Tennis,0,198,00:53:59,97,126,0.3,9,173,--,--,--,--,0,0,0,--,--,--,--,0,0,0,53:59,0:00,29,0:00,No,00:00.00,1,0
Other,2018-09-14 19:51:36,false,Table Tennis,0,631,01:25:01,141,175,3.5,8,235,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:25:01,0:00,26,0:00,No,00:00.00,1,0
Other,2018-09-09 19:45:54,false,Table Tennis,0,377,02:32:45,85,122,0.3,7,235,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:32:45,0:00,25,0:00,No,00:00.00,1,0
Running,2018-09-05 18:16:20,false,Marina Bay,2,120,00:10:28,174,196,3.1,169,174,5:13,4:50,1,2,1.13,0,0,--,--,--,--,0,0,0,10:28,0:00,29,0:00,No,00:00.00,3,0
Running,2018-09-03 18:24:45,false,Marina Bay,3.02,198,00:16:54,174,202,3.6,165,172,5:36,4:54,16,17,1.08,0,0,--,--,--,--,0,0,0,16:54,0:00,29,0:00,No,00:00.00,4,0
Other,2018-08-22 09:14:54,false,Table Tennis,0,175,01:02:48,91,133,0.3,8,163,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:02:48,0:00,28,0:00,No,00:00.00,1,0
Other,2018-08-18 18:49:00,false,Table Tennis,0,1000,02:05:19,158,194,5,10,217,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:05:19,0:00,29,0:00,No,00:00.00,2,0
Other,2018-08-11 19:35:44,false,Table Tennis,0,379,01:48:46,102,149,1.3,7,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:48:46,0:00,25,0:00,No,00:00.00,1,0
Running,2018-07-24 18:07:55,false,Marina Bay,3,170,00:16:20,175,192,3.3,170,174,5:26,4:53,2,2,1.05,7.9,8.5,277,50.1% L / 49.9% R,--,--,0,0,0,16:20,0:00,30,0:00,No,00:00.00,4,0
Other,2018-07-21 19:35:16,false,Table Tennis,0,733,01:36:49,150,173,3.7,9,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:36:49,0:00,29,0:00,No,00:00.00,1,0
Running,2018-07-18 08:31:12,false,Sembawang Camp,2.41,149,00:13:26,183,196,3.4,168,178,5:34,4:21,5,4,1.06,0,0,--,--,--,--,0,0,0,13:26,0:00,29,0:00,No,00:00.00,3,0
Running,2018-07-18 08:14:21,false,Sembawang Camp,2.01,108,00:09:52.0,178,195,3.2,168,174,4:55,4:31,1,3,1.21,0,0,--,--,--,--,0,0,0,9:52.0,0:00,28,0:00,No,00:00.00,3,0
Running,2018-07-16 08:14:13,false,Sembawang Camp,4.15,260,00:23:41,180,195,4.8,161,168,5:42,4:58,4,7,1.09,0,0,--,--,--,--,0,0,0,23:41,0:00,28,0:00,No,00:00.00,5,0
Other,2018-07-14 19:44:50,false,Table Tennis,0,616,02:05:22,119,160,2.7,8,245,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:05:22,0:00,25,0:00,No,00:00.00,1,0
Running,2018-07-13 23:19:09,false,West Coast,3.5,197,00:20:59,162,179,3.4,160,165,6:00,5:18,17,15,0.98,9.4,9.4,294,49.9% L / 50.1% R,--,--,0,0,0,20:59,0:00,30,0:00,No,00:00.00,4,0
Other,2018-07-09 17:09:41,false,Table Tennis,0,338,01:09:04,120,166,3.1,12,245,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:09:04,0:00,30,0:00,No,00:00.00,1,0
Other,2018-07-08 12:09:38,false,Table Tennis,0,684,02:01:02,130,173,3.5,7,247,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:01:02,0:00,30,0:00,No,00:00.00,1,0
Running,2018-07-03 18:15:25,false,Marina Bay,4.01,238,00:21:44,180,199,4.6,168,174,5:25,4:56,2,5,1.07,8.1,8.9,271,49.9% L / 50.1% R,--,--,0,0,0,21:44,0:00,27,0:00,No,00:00.00,5,0
Other,2018-07-01 21:07:36,false,Table Tennis,0,201,00:54:33,99,177,2.9,12,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,54:33,0:00,28,0:00,No,00:00.00,1,0
Running,2018-06-21 18:47:50,false,Marina Bay,2.74,157,00:13:42,178,201,3.6,173,185,5:00,4:30,1,3,1.09,7.5,8.3,273,49.0% L / 51.0% R,--,--,0,0,0,13:42,0:00,28,0:00,No,00:00.00,3,0
Other,2018-06-17 21:00:00,false,Table Tennis,0,529,01:02:21,144,173,3.8,11,202,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:02:21,0:00,30,0:00,No,00:00.00,1,0
Running,2018-06-04 18:16:36,false,Marina Bay,5.01,307,00:30:00,169,207,3.4,166,174,6:00,4:27,3,6,0.96,8.7,8.5,284,49.3% L / 50.7% R,--,--,0,0,0,30:00,0:00,29,0:00,No,00:00.00,6,0
Other,2018-06-03 21:14:22,false,Table Tennis,0,504,00:48:20,165,187,4.4,13,157,--,--,--,--,0,0,0,--,--,--,--,0,0,0,48:20,0:00,29,0:00,No,00:00.00,1,0
Indoor Running,2018-06-02 08:17:53,false,Maju Camp,2.36,136,00:11:14,186,196,3.3,173,180,4:45,4:32,--,--,1.22,0,0,--,--,--,--,0,0,0,11:14,0:00,25,0:00,No,00:00.00,6,0
Running,2018-05-31 18:10:59,false,Marina Bay,5.25,299,00:28:01,172,190,3.8,168,172,5:20,4:47,2,5,1.07,8.1,8.8,282,50.3% L / 49.7% R,--,--,0,0,0,28:01,0:00,28,0:00,No,00:00.00,6,0
Other,2018-05-26 09:35:46,false,Table Tennis,0,678,01:43:33,129,163,3,10,232,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:43:33,0:00,24,0:00,No,00:00.00,1,0
Running,2018-05-21 19:07:16,false,Marina Bay,3.01,157,00:14:09,176,193,3.2,171,204,4:42,4:20,--,3,1.16,7.5,8.9,266,50.0% L / 50.0% R,--,--,0,0,0,14:09,0:00,29,0:00,No,00:00.00,4,0
Running,2018-05-19 22:19:56,false,West Coast Park,8.01,474,00:43:28,177,188,4.7,166,177,5:26,4:30,11,18,1.06,8.1,8.8,267,49.5% L / 50.5% R,--,--,0,0,0,43:28,0:00,28,0:00,No,00:00.00,9,0
Running,2018-05-17 18:19:49,false,Marina Bay,3.01,159,00:14:26,175,193,3.2,174,182,4:48,4:29,1,3,1.15,7,8.3,276,50.0% L / 50.0% R,--,--,0,0,0,14:26,0:00,29,0:00,No,00:00.00,4,0
Running,2018-05-13 23:39:00,false,Kent Ridge,5.01,295,00:28:51,167,181,3.5,164,169,5:46,4:52,25,26,1.03,8.2,8.6,289,49.4% L / 50.6% R,--,--,0,0,0,28:51,0:00,29,0:00,No,00:00.00,6,0
Other,2018-05-13 16:36:30,false,Table Tennis,0,504,01:38:14,119,155,1.7,8,166,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:38:14,0:00,23,0:00,No,00:00.00,1,0
Other,2018-05-11 20:48:27,false,Table Tennis,0,594,01:18:35,136,167,3.1,11,161,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:18:35,0:00,30,0:00,No,00:00.00,1,0
Running,2018-05-09 18:09:18,false,Marina Bay,2.4,123,00:10:59,175,188,2.9,179,185,4:34,4:19,1,2,1.12,6.6,7.6,262,48.8% L / 51.2% R,--,--,0,0,0,10:59,0:00,29,0:00,No,00:00.00,3,0
Running,2018-05-07 19:02:47,false,Marina Bay,1.61,100,00:08:25.8,186,191,2.8,171,180,5:15,4:41,1,3,1.07,8.3,8.9,258,49.7% L / 50.3% R,--,--,0,0,0,8:25.8,0:00,30,0:00,No,00:00.00,2,0
Running,2018-05-07 18:24:04,false,Marina Bay,6,375,00:32:32,178,189,4.7,172,181,5:25,4:37,11,16,1.04,7.7,8.2,273,49.7% L / 50.3% R,--,--,0,0,0,32:32,0:00,28,0:00,No,00:00.00,6,0
Other,2018-05-06 21:06:15,false,Table Tennis,0,471,01:00:20,140,177,3,13,154,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:00:20,0:00,30,0:00,No,00:00.00,1,0
Running,2018-05-05 23:42:50,false,West Coast,2.4,131,00:11:38,176,191,3.1,171,179,4:51,4:16,8,20,1.14,7,8.2,273,49.5% L / 50.5% R,--,--,0,0,0,11:38,0:00,29,0:00,No,00:00.00,3,0
Running,2018-05-03 22:26:07,false,West Coast,5.01,308,00:29:59,164,177,3.4,161,177,5:59,5:03,20,21,0.98,8.4,8.5,291,49.1% L / 50.9% R,--,--,0,0,0,29:59,0:00,28,0:00,No,00:00.00,6,0
Other,2018-04-30 21:01:30,false,Table Tennis,0,563,01:07:03,146,179,3.6,12,205,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:07:03,0:00,30,0:00,No,00:00.00,1,0
Running,2018-04-29 23:20:22,false,West Coast,3.45,206,00:19:14,169,185,3.3,164,176,5:34,5:05,14,15,1.04,7.7,8.3,288,48.9% L / 51.1% R,--,--,0,0,0,19:14,0:00,30,0:00,No,00:00.00,4,0
Other,2018-04-28 15:07:56,false,Table Tennis,0,496,00:52:35,150,174,4,9,157,--,--,--,--,0,0,0,--,--,--,--,0,0,0,52:35,0:00,31,0:00,No,00:00.00,1,0
Running,2018-04-23 22:23:52,false,West Coast,2.42,137,00:12:05,172,190,3,170,189,5:00,4:25,8,10,1.09,7.1,7.9,276,49.0% L / 51.0% R,--,--,0,0,0,12:05,0:00,28,0:00,No,00:00.00,3,0
Other,2018-04-21 15:57:45,false,Table Tennis,0,771,01:43:48,138,166,3.6,7,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:43:48,0:00,29,0:00,No,00:00.00,1,0
Running,2018-04-17 18:23:04,false,Marina Bay,4.01,237,00:20:46,173,187,3.6,175,181,5:11,4:28,4,5,1.01,7.8,7.8,270,48.6% L / 51.4% R,--,--,0,0,0,20:46,0:00,27,0:00,No,00:00.00,5,0
Running,2018-04-13 18:11:39,false,Marina Bay,3,172,00:14:47,174,194,3.3,174,181,4:55,4:21,1,3,1.06,7.3,7.8,279,48.9% L / 51.1% R,--,--,0,0,0,14:47,0:00,28,0:00,No,00:00.00,4,0
Running,2018-04-09 18:24:42,false,Marina Bay,5.01,310,00:26:58,173,190,4,179,193,5:23,4:49,6,8,0.97,7.2,7.1,259,47.2% L / 52.8% R,--,--,0,0,0,26:58,0:00,28,0:00,No,00:00.00,6,0
Other,2018-04-08 13:12:22,false,Table Tennis,0,813,01:47:37,143,163,3.1,9,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:47:37,0:00,29,0:00,No,00:00.00,1,0
Running,2018-04-06 17:53:43,false,Marina Bay,2.4,132,00:11:11,175,191,3.1,179,185,4:39,4:13,2,1,1.14,6.4,7.5,255,46.6% L / 53.4% R,--,--,0,0,0,11:11,0:00,28,0:00,No,00:00.00,3,0
Running,2018-04-04 18:12:25,false,Marina Bay,3.56,220,00:19:52,169,183,3.3,175,184,5:35,4:33,4,6,0.95,7.7,7.3,276,48.2% L / 51.8% R,--,--,0,0,0,19:52,0:00,29,0:00,No,00:00.00,4,0
Running,2018-04-01 22:42:31,false,West Coast,2.01,116,00:11:40,156,178,2.4,171,179,5:48,4:59,7,9,0.96,6.9,6.8,285,46.7% L / 53.3% R,--,--,0,0,0,11:40,0:00,29,0:00,No,00:00.00,3,0
Other,2018-03-31 21:09:09,false,Table Tennis,0,281,00:58:13,111,144,0.8,6,196,--,--,--,--,0,0,0,--,--,--,--,0,0,0,58:13,0:00,28,0:00,No,00:00.00,1,0
Other,2018-03-30 20:01:30,false,Table Tennis,0,738,01:35:19,146,164,3.2,9,189,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:35:19,0:00,27,0:00,No,00:00.00,1,0
Running,2018-03-29 18:16:15,false,Marina Bay,5,326,00:32:31,159,171,3.1,175,183,6:30,5:15,2,9,0.86,7.6,6.5,279,46.5% L / 53.5% R,--,--,0,0,0,32:31,0:00,28,0:00,No,00:00.00,6,0
Running,2018-03-27 23:28:39,false,West Coast,4.36,277,00:24:28,170,187,3.5,174,191,5:36,4:55,18,20,0.96,7.3,7.2,277,47.0% L / 53.0% R,--,--,0,0,0,24:28,0:00,26,0:00,No,00:00.00,5,0
Running,2018-03-23 23:15:02,false,West Coast,3.01,188,00:16:47,164,182,3,173,185,5:35,4:52,11,9,0.98,7,7,274,46.8% L / 53.3% R,--,--,0,0,0,16:47,0:00,28,0:00,No,00:00.00,4,0
Running,2018-03-21 21:44:59,false,West Coast,2.41,148,00:16:10,146,157,2.1,168,175,6:43,5:34,9,11,0.84,8.2,7,286,44.9% L / 55.1% R,--,--,0,0,0,16:10,0:00,28,0:00,No,00:00.00,3,0
Running,2018-03-18 22:26:59,false,West Coast Park,1.28,74,00:07:03.0,154,168,2,173,176,5:32,5:09,1,2,0.99,7.3,7.4,282,47.6% L / 52.4% R,--,--,0,0,0,7:03.0,0:00,28,0:00,No,00:00.00,2,0
Indoor Cycling,2018-03-17 16:17:29,false,Bike Indoor,3.65,105,00:09:52.9,153,181,2.2,--,--,22.2,--,--,--,0,0,0,--,--,--,--,0,0,0,9:52.9,0:00,28,0:00,No,00:00.00,1,0
Treadmill Running,2018-03-16 17:23:10,false,Treadmill,3.14,206,00:18:08,162,183,3.1,178,190,5:47,4:44,--,--,0.97,7.2,6.8,279,49.7% L / 50.3% R,--,--,0,0,0,18:08,0:00,26,0:00,No,00:00.00,4,0
Hiking,2018-03-16 08:48:55,false,Kulon Progo Hike,0.33,30,00:10:23,83,119,0.1,30,160,31:34,13:51,24,11,1.04,0,0,--,--,--,--,0,0,0,10:23,0:00,30,0:00,No,00:00.00,1,0
Running,2018-03-13 23:17:58,false,West Coast,2.2,134,00:12:07,161,173,2.4,174,184,5:31,4:41,10,9,0.99,7.1,7.2,278,48.3% L / 51.7% R,--,--,0,0,0,12:07,0:00,28,0:00,No,00:00.00,3,0
Running,2018-03-12 18:14:08,false,Marina Bay,3.02,183,00:14:56,170,183,2.9,174,179,4:57,4:31,6,8,1.09,7,7.8,270,49.6% L / 50.4% R,--,--,0,0,0,14:56,0:00,28,0:00,No,00:00.00,4,0
Running,2018-03-10 22:03:43,false,Clementi Woods,1.19,68,00:06:38.2,145,163,1.5,169,178,5:36,4:52,7,7,1.01,7.4,7.7,288,48.1% L / 51.9% R,--,--,0,0,0,6:38.2,0:00,28,0:00,No,00:00.00,2,0
Running,2018-03-10 09:14:50,false,Bishan-Ang Mo Kio Park,3.31,185,00:22:01,166,191,3.1,166,185,6:39,4:15,7,5,1.04,7.8,8.2,285,49.1% L / 50.9% R,--,--,0,0,0,22:01,0:00,28,0:00,No,00:00.00,6,0
Running,2018-03-07 18:15:00,false,Marina Bay,5.01,312,00:24:22,174,185,4.1,172,179,4:52,4:17,5,7,1.18,7,8.5,267,49.8% L / 50.2% R,--,--,0,0,0,24:22,0:00,27,0:00,No,00:00.00,6,0
Running,2018-03-05 18:51:09,false,Marina Bay,2.01,118,00:09:49.3,170,186,3,171,180,4:53,4:23,2,2,1.17,7.3,8.6,268,49.7% L / 50.3% R,--,--,0,0,0,9:49.3,0:00,28,0:00,No,00:00.00,3,0
Running,2018-03-03 21:47:15,false,West Coast Park,15.07,1113,01:29:34,163,175,5,170,189,5:57,5:29,18,25,0.99,8.2,8.3,266,49.1% L / 50.9% R,--,--,0,0,0,1:29:34,0:00,27,0:00,No,00:00.00,16,0
Running,2018-03-02 21:59:06,false,Kent Ridge,2.91,171,00:16:30,172,180,3.4,170,197,5:40,4:44,21,18,1.02,7.8,8,274,49.7% L / 50.3% R,--,--,0,0,0,16:30,0:00,28,0:00,No,00:00.00,3,0
Running,2018-03-02 21:39:14,false,West Coast,2.01,118,00:09:55.1,170,185,2.9,170,176,4:56,4:25,8,9,1.17,6.7,8.1,278,49.8% L / 50.2% R,--,--,0,0,0,9:55.1,0:00,28,0:00,No,00:00.00,3,0
Cycling,2018-02-26 22:51:00,false,West Coast Park,5.04,201,00:19:36,151,163,2.7,--,--,15.4,26.2,10,11,0,0,0,--,--,--,--,0,0,0,19:36,0:00,28,0:00,No,00:00.00,2,0
Running,2018-02-26 21:53:12,false,West Coast Park,7.01,399,00:38:20,167,175,3.8,171,178,5:28,4:54,12,16,1.06,7.6,8.2,266,50.1% L / 49.9% R,--,--,0,0,0,38:20,0:00,27,0:00,No,00:00.00,8,0
Cycling,2018-02-25 23:02:49,false,West Coast,0.92,24,00:05:43.2,129,141,0.7,--,--,9.6,15.7,1,--,0,0,0,--,--,--,--,0,0,0,5:43.2,0:00,28,0:00,No,00:00.00,1,0
Cycling,2018-02-25 21:44:40,false,Faber Heights to Clementi,3.33,99,00:23:52,126,156,1.5,--,--,8.4,19.8,15,13,0,0,0,--,--,--,--,0,0,0,23:52,0:00,29,0:00,No,00:00.00,1,0
Running,2018-02-25 21:15:30,false,Home to Faber Heights,3.03,189,00:15:48,164,178,2.9,164,175,5:13,4:38,13,16,1.07,8.8,9.4,268,49.7% L / 50.3% R,--,--,0,0,0,15:48,0:00,27,0:00,No,00:00.00,4,0
Running,2018-02-24 08:55:44,false,West Coast Park,3.21,185,00:15:37,171,182,3,174,181,4:52,2:14,5,6,1.16,7,8.2,259,49.5% L / 50.5% R,--,--,0,0,0,15:37,0:00,25,0:00,No,00:00.00,4,0
Running,2018-02-22 22:34:20,false,West Coast Park,4.01,248,00:20:17,171,182,3.3,171,176,5:04,4:29,7,7,1.14,7.3,8.5,268,49.9% L / 50.1% R,--,--,0,0,0,20:17,0:00,26,0:00,No,00:00.00,5,0
Running,2018-02-19 23:44:41,false,West Coast Park,0.41,16,00:01:28.0,146,170,0.5,197,213,3:33,3:25,1,--,1.38,4.9,7,190,47.6% L / 52.4% R,--,--,0,0,0,1:28.0,0:00,28,0:00,No,00:00.00,1,0
Running,2018-02-19 23:14:03,false,West Coast Park,3.59,209,00:17:55,169,179,3.1,168,173,5:00,4:33,6,8,1.19,0,0,--,--,--,--,0,0,0,17:55,0:00,26,0:00,No,00:00.00,4,0
Running,2018-02-18 23:09:33,false,Clementi Woods,0.4,18,00:01:44.4,160,172,0.5,177,193,4:18,3:43,6,4,1.25,7.3,8.7,245,49.3% L / 50.7% R,--,--,0,0,0,1:44.4,0:00,27,0:00,No,00:00.00,1,0
Running,2018-02-18 23:01:59,false,Clementi Woods,0.41,17,00:01:41.6,155,171,0.5,179,192,4:11,3:50,1,1,1.34,0,0,--,--,--,--,0,0,0,1:41.6,0:00,28,0:00,No,00:00.00,1,0
Running,2018-02-18 21:35:15,false,West Coast,0.54,33,00:02:23.8,168,178,0.9,170,174,4:26,4:08,--,--,1.31,7.1,9.6,229,49.3% L / 50.7% R,--,--,0,0,0,2:23.8,0:00,27,0:00,No,00:00.00,1,0
Running,2018-02-18 21:13:55,false,West Coast Park,3.13,182,00:15:36,167,178,2.9,171,175,4:59,4:33,6,9,1.16,7.1,8.4,260,49.5% L / 50.5% R,--,--,0,0,0,15:36,0:00,27,0:00,No,00:00.00,5,0
Running,2018-02-16 23:18:59,false,West Coast Park,7.51,415,00:40:47,169,177,4.1,168,174,5:26,5:02,16,18,1.08,7.6,8.4,263,49.5% L / 50.5% R,--,--,0,0,0,40:47,0:00,27,0:00,No,00:00.00,8,0
Running,2018-02-15 22:30:27,false,West Coast Park,1.01,61,00:04:23.5,176,186,2,189,195,4:21,4:02,3,2,1.18,6.1,7.3,234,48.7% L / 51.3% R,--,--,0,0,0,4:23.5,0:00,27,0:00,No,00:00.00,2,0
Running,2018-02-15 21:53:38,false,West Coast Park,4.01,243,00:20:28,173,184,3.2,172,180,5:06,4:38,7,9,1.13,7,8.1,270,49.8% L / 50.2% R,--,--,0,0,0,20:28,0:00,27,0:00,No,00:00.00,5,0
Running,2018-02-14 23:24:39,false,West Coast Park,3.01,176,00:14:58,166,185,2.8,174,197,4:58,4:10,4,5,1.15,6.6,7.8,263,49.2% L / 50.8% R,--,--,0,0,0,14:58,0:00,26,0:00,No,00:00.00,4,0
Running,2018-02-14 00:34:48,false,Clementi Woods,1.12,64,00:05:12.0,173,183,2,176,185,4:38,4:11,19,15,1.19,6.7,8.2,259,50.0% L / 50.0% R,--,--,0,0,0,5:12.0,0:00,26,0:00,No,00:00.00,2,0
Running,2018-02-14 00:22:23,false,Clementi Woods,1.11,64,00:05:31.2,164,177,1.9,172,179,4:59,4:13,16,13,1.15,7,8.1,275,50.2% L / 49.8% R,--,--,0,0,0,5:31.2,0:00,27,0:00,No,00:00.00,2,0
Running,2018-02-12 18:46:16,false,Marina Bay,2.01,121,00:09:25.8,178,188,2.6,181,185,4:42,4:04,5,4,1.1,6.8,7.6,262,50.2% L / 49.8% R,--,--,0,0,0,9:25.8,0:00,28,0:00,No,00:00.00,3,0
Running,2018-02-11 15:23:02,false,Marina Bay,5.01,327,00:26:05,172,190,3.6,175,181,5:12,4:05,10,9,1.07,7.6,8.3,268,50.2% L / 49.8% R,--,--,0,0,0,26:05,0:00,30,0:00,No,00:00.00,6,0
Running,2018-02-10 08:17:20,false,West Coast Park,2.41,150,00:11:31,175,192,2.8,179,184,4:47,3:59,6,9,1.14,6.8,7.8,259,50.0% L / 50.0% R,--,--,0,0,0,11:31,0:00,24,0:00,No,00:00.00,3,0
Running,2018-02-09 18:43:55,false,Marina Bay,2.01,130,00:10:37,166,177,2.4,174,178,5:17,4:36,3,3,1.09,0,0,--,--,--,--,0,0,0,10:37,0:00,28,0:00,No,00:00.00,3,0
Running,2018-02-07 16:56:00,false,West Coast Park,10.01,738,00:55:38,174,187,5,172,181,5:34,4:15,22,24,1.05,0,0,--,--,--,--,0,0,0,55:38,0:00,28,0:00,No,00:00.00,11,0
Running,2018-02-05 18:50:23,false,Marina Bay,2.01,119,00:09:43.4,162,192,2.6,176,182,4:50,3:24,2,4,1.17,0,0,--,--,--,--,0,0,0,9:43.4,0:00,28,0:00,No,00:00.00,3,0
Running,2018-02-04 09:14:33,false,West Coast Park,1.01,60,00:04:29.0,178,189,2.3,184,191,4:26,3:48,1,2,1.23,0,0,--,--,--,--,0,0,0,4:29.0,0:00,28,0:00,No,00:00.00,2,0
Running,2018-02-04 08:36:05,false,West Coast Park,4.01,302,00:21:46,178,191,4.1,171,184,5:26,4:50,7,12,1.08,0,0,--,--,--,--,0,0,0,21:46,0:00,28,0:00,No,00:00.00,5,0
Running,2018-02-03 09:16:55,false,West Coast Park,1.01,50,00:04:47.6,137,142,1.1,180,187,4:45,4:14,2,2,1.17,0,0,--,--,--,--,0,0,0,4:47.6,0:00,28,0:00,No,00:00.00,2,0
Running,2018-02-03 09:02:11,false,West Coast Park,1.11,81,00:06:02.9,174,184,2.4,166,172,5:27,4:48,2,2,1.11,0,0,--,--,--,--,0,0,0,6:02.9,0:00,28,0:00,No,00:00.00,2,0
